epoch,train_loss,val_loss,mse,ssim,epoch_time
1,0.45033758180215955,0.49746153997005643,0.021551544,0.6652336493242227,642.7015659809113
2,0.4192476507741958,0.48724183299251506,0.018942818,0.6690507057257307,641.9811301231384
3,0.4099770024684923,0.4774227504794662,0.0188871,0.6753135635603326,643.4330701828003
4,0.4005563048911946,0.45994026596481735,0.018267069,0.6839127272410477,642.2423405647278
5,0.3946073953328388,0.4556322828740687,0.01714535,0.6863325445106857,642.3029515743256
6,0.38904490424985333,0.4517073468179316,0.01741906,0.6906274365181797,642.2595493793488
7,0.38531729648821056,0.4512229566839901,0.016571801,0.693157845199344,642.1783866882324
8,0.3828488795885018,0.4433231437830506,0.016989285,0.6974226211854118,642.1086549758911
9,0.38013950449281503,0.44651327126130863,0.01764925,0.697260519810625,643.2705585956573
10,0.37796413668963524,0.4429655464215053,0.017190203,0.701594598420383,642.1973867416382
11,0.37615302091996583,0.4409307416629147,0.016686784,0.7021334313935649,643.4983839988708
12,0.3744260919213827,0.43851765305609314,0.016167423,0.7022752132818783,642.4431676864624
13,0.37320704287516754,0.4361774290634974,0.016856857,0.7047371873360797,643.5024321079254
14,0.3719840923856412,0.43826493157728297,0.016835868,0.7013088264175279,642.2342138290405
15,0.37105704970391734,0.43508545883201266,0.016099153,0.703533496883707,642.2812376022339
16,0.3693425374970372,0.4317957453832433,0.016251426,0.7082639087206773,643.2463576793671
17,0.3686325446303402,0.4328276678617742,0.016438441,0.7067676989778529,643.1437036991119
18,0.3682806804177484,0.4330474707121785,0.016190853,0.7065444536802182,642.1595015525818
19,0.36655183296118465,0.43579889174450087,0.016907498,0.7046048669571583,642.2513718605042
20,0.36561750585678965,0.4316540667032068,0.01630605,0.7085458578163513,642.2741453647614
21,0.36500816649225143,0.4305264419196425,0.016127463,0.7091468387826049,642.3619801998138
22,0.36449861348540125,0.4296256061139944,0.016191281,0.7107978842068452,642.3254079818726
23,0.36331094176109346,0.43126426158925973,0.016259292,0.7086747203573112,643.3841240406036
24,0.36264625491042224,0.43205112445394733,0.016403055,0.7059881432973721,643.4760279655457
25,0.36192703812516164,0.42968445492757334,0.016410217,0.708946882469805,643.4368987083435
26,0.36127305624540895,0.4293582488254115,0.016390163,0.7083887802345583,643.3835406303406
27,0.360541702181633,0.4276547716880167,0.016115567,0.7110364543070733,642.1255605220795
28,0.36003728749762687,0.4281750748286376,0.016221693,0.7092400758033975,642.2521319389343
29,0.3593695531100301,0.42812640441430583,0.016358726,0.7128280094404431,642.2556500434875
30,0.35868974974645035,0.42655720445956735,0.015738305,0.7114008458705248,643.401002407074
31,0.3580551096238196,0.4259381461385134,0.016082393,0.7118932323917994,642.0638930797577
32,0.35722795271846863,0.42686119997823563,0.015984401,0.7097240273329153,642.0152454376221
33,0.35672393863621565,0.42533256204144376,0.015785703,0.7113403250741613,642.0714023113251
34,0.35638775827828795,0.42500824471180504,0.016083134,0.7128560665373282,642.0196216106415
35,0.35561598202080597,0.42445922230143807,0.015945438,0.7136335098385784,642.1431171894073
36,0.35520985080594464,0.4238731862624755,0.015904268,0.7140843733930443,642.3009452819824
37,0.35450128573990825,0.4251575948720848,0.016291792,0.7126982270916773,642.2750618457794
38,0.3540773960495634,0.4231717483316724,0.015840441,0.7146561257842532,642.3955390453339
39,0.35373411553778816,0.42357341612915733,0.015978826,0.713816193996037,643.2992699146271
40,0.35325228492729366,0.4237404885022221,0.015927916,0.7150157081327458,642.4748780727386
41,0.35282165297706214,0.42322658802810553,0.015830787,0.7164921697680039,642.3784065246582
42,0.35238347029579536,0.42296457549909483,0.015840042,0.7149392318040049,642.5325436592102
43,0.35213591140096206,0.42273141463866104,0.015635462,0.7158597784261217,642.4838576316833
44,0.3518047065174739,0.4229584465659148,0.015948277,0.7142216188016596,642.4558651447296
45,0.35164525581058115,0.422193395628317,0.015838638,0.7159459678900666,643.4295246601105
46,0.35132411524786483,0.42281679408876477,0.015922982,0.71507745940474,643.4499163627625
47,0.35116874997038394,0.4221578069987732,0.01583093,0.7160098331013315,643.5068180561066
48,0.35105077661241274,0.4223393211896355,0.015809352,0.715222169570706,642.3252506256104
49,0.3509328996629587,0.42240724453350176,0.015866516,0.7151261588423832,642.3316745758057
50,0.35085980171736864,0.4222902911589355,0.015845342,0.7155727673557096,643.5089056491852
