epoch,train_loss,val_loss,mse,ssim,epoch_time
1,1.0431022417864628,1.0411157366391774,0.08983996,0.1525846344200393,92.80922937393188
2,1.014793299138546,0.9892189422169247,0.08298147,0.20377699421145906,92.20557308197021
3,0.9702231543404716,0.9528164033954208,0.07594927,0.24844642660503144,92.30788040161133
4,0.9061427898705006,0.9097121970073597,0.07089877,0.28577593471336277,92.15599536895752
5,0.8309355338237115,0.8683590909113755,0.06573012,0.31877939357672197,92.27447199821472
6,0.7843159727220025,0.8403470008759886,0.060953863,0.33722932585955673,92.2612726688385
7,0.7500231492200068,0.8203688892158302,0.057812195,0.3495152106352322,92.19833445549011
8,0.7214250315779022,0.8009677964287836,0.055116042,0.3647306161842181,92.18008613586426
9,0.6983163246352758,0.7856360331580445,0.053415067,0.376564083842054,92.10242652893066
10,0.6786773250039134,0.7729183242127702,0.050979458,0.38849393631990636,92.29987001419067
11,0.6622821783114757,0.7588609420769924,0.04939454,0.3983512087789244,92.57510614395142
12,0.646775344652789,0.7504410175858317,0.047155377,0.4094240644921997,92.24942445755005
13,0.6332791947892734,0.738865913168804,0.04604708,0.4201486693821646,92.42659950256348
14,0.62148501817137,0.7326988686580915,0.044035375,0.4283628302075304,92.19378638267517
15,0.6104069156572223,0.7225441562162863,0.042341992,0.4417368811992441,92.33672714233398
16,0.598549366928637,0.7138438385886114,0.04093872,0.4492505247652116,92.39669585227966
17,0.5862969368962305,0.7077359526946738,0.039214432,0.4584375524225771,92.37998414039612
18,0.5766426865011454,0.7008223728956403,0.03802701,0.4671100932058968,92.45274925231934
19,0.5679221555058446,0.6947755370591138,0.03689946,0.4738576027754196,92.26395535469055
20,0.5615620227264506,0.6909459289666768,0.036088016,0.4799926259804139,92.18111324310303
21,0.5549871900251934,0.6854520331363421,0.035472117,0.486301166477151,92.35000562667847
22,0.5491836568606752,0.6826453666026527,0.03447429,0.49074933745226773,92.29443454742432
23,0.5443671424207943,0.6787095639753986,0.034047164,0.4960693741845678,92.2862229347229
24,0.5397301986148315,0.6742874011397362,0.033534296,0.5008562402781801,92.30270552635193
25,0.535064374761922,0.670077434464081,0.03320624,0.5054528522341297,92.4969756603241
26,0.5311245310253331,0.6667677464114653,0.032703247,0.5088449388197418,92.16891598701477
27,0.5273295684850642,0.6655366791261209,0.032498993,0.5105074316840131,92.3261570930481
28,0.5241505434470517,0.6656936002341477,0.032159228,0.5125305216090731,92.31457209587097
29,0.5210681936836669,0.6626206596155424,0.031962853,0.5134566685808497,92.21455383300781
30,0.5182880993400302,0.660236838500242,0.03183203,0.5177530052184695,92.37030458450317
31,0.5149883880679097,0.6589393182783514,0.031487122,0.5200014406999793,92.27227830886841
32,0.5120679925062827,0.6569827595675314,0.031212825,0.5232474934212892,92.28226852416992
33,0.5094323727701392,0.654995051187438,0.03075409,0.5235358153929159,92.35080289840698
34,0.5068195868017418,0.6548966084783142,0.030740274,0.5246345124632182,92.47936129570007
35,0.5046884992292949,0.6529943163733225,0.030588383,0.5267141924286353,92.33070731163025
36,0.5019876157332744,0.6534467812728237,0.030387472,0.5270201919060373,92.10991883277893
37,0.4998947855617319,0.6534406266905166,0.030598266,0.5298541486408139,92.30537819862366
38,0.49753025360405445,0.6505923919581078,0.030268231,0.5311942429465262,92.43176579475403
39,0.49545695818960667,0.6507904467147749,0.030094929,0.5308563014998975,92.38534450531006
40,0.49355296457984615,0.6486162392271532,0.029958248,0.5329131728913105,92.32279324531555
41,0.49174569746745483,0.6481050609334095,0.029746372,0.5344872904417255,92.32131791114807
42,0.4898155167299722,0.6470396792566454,0.029745195,0.5351078675813298,92.29797959327698
43,0.4877652342298201,0.6468989287276525,0.029660366,0.5367640980127524,92.3094048500061
44,0.4859790191320436,0.6457771310532415,0.029481001,0.536626922618798,92.33449912071228
45,0.48418116263513056,0.6482287037211496,0.029405104,0.5365574463781179,92.32287287712097
46,0.48252180750880924,0.6444842622086808,0.029182924,0.5391996816151595,92.33020806312561
47,0.48113168509943144,0.6449863070974479,0.029410044,0.5387951970696957,92.39013314247131
48,0.4790021464494722,0.6448623020503972,0.029147718,0.5405105130805201,92.18164467811584
49,0.47733106198055403,0.6434185780786179,0.028985307,0.5407339473142866,92.27116179466248
50,0.4758915925132377,0.6428217926138157,0.028956123,0.5417396817712372,92.32468605041504
51,0.4748841566698892,0.6428365880573118,0.028956586,0.5421361743718103,92.41663551330566
52,0.47300814611038994,0.6451813155734861,0.029016605,0.5423890835431515,92.23941159248352
53,0.47188552868153366,0.6414936082185926,0.028775992,0.5442769536869925,92.12359237670898
54,0.47018512105569243,0.6408250756763123,0.02871924,0.5439535010674132,92.31103777885437
55,0.46891066431999207,0.6404472464645231,0.028696697,0.5443522682189179,92.42122006416321
56,0.4674335521246706,0.6416699157373326,0.02871263,0.5450456506050995,92.35483145713806
57,0.4663089300904955,0.640140110576475,0.028624786,0.5451696982381653,92.25261068344116
58,0.46493228072566645,0.6405693308727162,0.02851002,0.5453051242960241,92.38439106941223
59,0.4637762015419347,0.6401747720869811,0.028490871,0.545944999564341,92.34186291694641
60,0.46246787825865404,0.6399978882557636,0.028578198,0.5469995343885089,92.37348222732544
61,0.46133323412920746,0.6387544274330139,0.028365316,0.5469793579814582,92.26793193817139
62,0.46038111991115976,0.6394063020880157,0.02842733,0.5468950501320797,92.41049218177795
63,0.4592354269698262,0.638770752661937,0.02832151,0.5478533814391517,92.33004355430603
64,0.4579835926581706,0.6382950904804308,0.028297573,0.5474286815205698,92.27344846725464
65,0.45696508618337767,0.6387932393196467,0.028233228,0.5464891744690735,92.34428668022156
66,0.45573343336582184,0.6386074929221256,0.028232243,0.5487777183667074,92.29183340072632
67,0.454779393438782,0.6374408600700868,0.028168272,0.5483710650684847,92.33616089820862
68,0.4535814599533166,0.6371519408515982,0.028071897,0.5494470098675438,92.24743413925171
69,0.4526992075677429,0.6376294243980098,0.028171204,0.5493264752312713,92.29407215118408
70,0.4516297068579921,0.6363769441440299,0.028064013,0.5498915716464629,92.22073578834534
71,0.4506910469915186,0.6367569048259709,0.027948644,0.5504304536393927,92.28662848472595
72,0.44964285421052147,0.637268108290595,0.028154286,0.550339320359012,92.31427192687988
73,0.44871528819203377,0.6365361674814611,0.028018681,0.5501040216246549,92.43617033958435
74,0.44782983511686325,0.6363394826247886,0.027969876,0.5517832253002664,92.21624541282654
75,0.4471830476873687,0.6363422334999651,0.027866032,0.5500953502935834,92.13292217254639
76,0.44628920818545986,0.6366874913911562,0.027956132,0.5512300642077426,92.12199902534485
77,0.44523063601393786,0.6361794032760568,0.027982602,0.551815320021516,92.36348724365234
78,0.4443161534810705,0.6353828758001328,0.028003985,0.5511845688703532,92.17875266075134
79,0.4435943297243544,0.6366824846009951,0.027952397,0.5510179380101466,92.33471655845642
80,0.4427134655416012,0.6358212452079799,0.027839161,0.5519656827744055,92.36079239845276
81,0.44199597356574877,0.6353652279924702,0.027939325,0.5521334942522839,92.35443592071533
82,0.44125730118581225,0.6355981450225856,0.02785517,0.5523663009936952,92.26850366592407
83,0.44022745865264107,0.6359807041448515,0.027907887,0.5531469505471258,92.32476615905762
84,0.43952014004545553,0.635648404424255,0.027807329,0.5521707971661106,92.30169296264648
85,0.43867548116083654,0.63573585128462,0.027877362,0.5535946594504606,92.2538709640503
86,0.43818171561828684,0.6355936613840025,0.02787261,0.5526614578043072,92.3264422416687
87,0.4374960768701775,0.6357099148067268,0.027785147,0.5531738130789006,92.31661295890808
88,0.43657503742724657,0.6349434447852341,0.027902478,0.5529704427359317,92.29959273338318
89,0.4359278108126351,0.6347116914552611,0.027831329,0.5536702096159499,92.10412883758545
90,0.43522995843419005,0.6357934434671659,0.027837383,0.5536579357227394,91.97815251350403
91,0.43447519313277944,0.6355684874831019,0.02787946,0.5540882229399493,92.0890212059021
92,0.4338707878653492,0.634997224888286,0.027746458,0.5536025566089092,92.14953565597534
93,0.43326510961300563,0.6359757078257767,0.027858669,0.5538349074297007,92.28284883499146
94,0.4326219255370753,0.6354456698975047,0.02783257,0.5530107220685307,92.26311826705933
95,0.4319460635472621,0.6351232027282586,0.027749663,0.5546148224751539,92.34831476211548
96,0.43151907263589756,0.6356332362503618,0.027824936,0.5537139140012873,92.24266600608826
97,0.4309298692803298,0.6353357335602915,0.027779,0.5536565366436895,92.32284450531006
98,0.43024433091548936,0.6347071798266591,0.02777348,0.5541119445166238,92.08784031867981
99,0.42964444934789625,0.635463447184176,0.027797345,0.5546125739966973,92.25548982620239
100,0.4290357922602977,0.6354820081913793,0.027791636,0.553861226827903,92.27656722068787
101,0.42858449037053753,0.6349365693089124,0.027788304,0.5540530911391965,92.16257357597351
102,0.4279869427638395,0.6347188593165295,0.02780735,0.5546742116298857,92.44575881958008
103,0.42745214101991486,0.6354889793170465,0.027810423,0.5545127904135558,92.4724669456482
104,0.42696783046371173,0.6351868721681673,0.027812256,0.5545158113026338,92.27976250648499
105,0.4264561561202364,0.6359351593497637,0.027860284,0.5540999851116615,92.2898383140564
106,0.4259661884446229,0.6357390175800066,0.027804146,0.5540831594672214,92.2531635761261
107,0.4255227307522936,0.6357163756683066,0.027849656,0.5547769674639418,92.2315149307251
108,0.4251471333471792,0.6357599617661657,0.027817871,0.55427192326239,92.36618494987488
109,0.4247109778225422,0.6356984846092559,0.02783702,0.5543415802101085,92.13585543632507
110,0.4241917972852077,0.6356434699248623,0.027853074,0.5540406800021713,92.36241865158081
111,0.4237521476378398,0.6358341300809706,0.027849087,0.5544667735135018,92.26392030715942
112,0.42340952291020323,0.6353029826202908,0.027850721,0.5546402674928473,92.32904052734375
113,0.4229237140555467,0.63565742828556,0.027869489,0.5543274442482267,92.28700995445251
114,0.4226084029568093,0.6359840399912886,0.02787311,0.5543152385311453,92.25837635993958
115,0.42223340758521644,0.6360559471555658,0.0278952,0.5544130217520553,92.24563074111938
116,0.4218445985711047,0.6362181388445802,0.027905697,0.55452989775059,92.19060587882996
117,0.42156611502702745,0.6360567139612662,0.027894657,0.5539713539704413,92.29575300216675
118,0.42120815507535425,0.6360998568502633,0.027899923,0.5545496512323527,92.23284554481506
119,0.42092069517821074,0.6361341091829378,0.027932424,0.554405787751558,92.18329095840454
120,0.42057736058320316,0.636288261494121,0.027943725,0.5542277283239881,92.28049397468567
121,0.420346027040588,0.6363393932178214,0.027942229,0.5544096118492937,92.28006553649902
122,0.42006052737789495,0.6364741297187032,0.02795823,0.5544457643226613,92.30237770080566
123,0.41978567013783114,0.6362182717468288,0.027935296,0.554646643202605,92.31629347801208
124,0.41952280181327034,0.6365341960981086,0.027954608,0.5543357269956933,92.2972297668457
125,0.4193210430177195,0.6366547672329722,0.027967388,0.5540720488325309,92.31448101997375
126,0.4190593353871788,0.636350933764432,0.02795965,0.5543732901811962,92.32454824447632
127,0.41885314462706447,0.6366698534504788,0.027990142,0.5541270410239509,92.422935962677
128,0.4186530727893114,0.6367178664014146,0.027967392,0.5542550746704515,92.35608768463135
129,0.41845214393522057,0.6367182608794522,0.028002584,0.5542642513065555,92.1954607963562
130,0.4182711205711322,0.6366401340913128,0.027979532,0.5542336884930446,92.36013579368591
131,0.41814742017803447,0.6368164168419065,0.028001605,0.5542601476389317,92.24470710754395
132,0.4179366047361067,0.636933287857352,0.028015755,0.5542509964677838,92.25237822532654
133,0.4177735608869365,0.6368976052145701,0.028020086,0.5542038537079229,92.3563015460968
134,0.4176434266514012,0.6369101195722013,0.028019886,0.5541175864055289,92.24524354934692
135,0.41756898829979555,0.6370374783873558,0.028020691,0.5541172034376444,92.34554886817932
